CONTRACT_ID,SITE_NAME,SPECIALTY_CD,NUMERATOR,DENOMINATOR
0212789F,AimBig Employment MAYLANDS,MENH,0,0
0212789F,AimBig Employment DULWICH,MENH,0,0
0212790K,AimBig Employment DULWICH,MUSK,0,0
0212790K,AimBig Employment MAYLANDS,MUSK,0,0
0212790K,AimBig Employment PROSPECT,MUSK,0,28
0212789F,AimBig Employment PROSPECT,MENH,0,40
0212792A,AimBig Employment MILE END,MUSK,1,18
0212792A,AimBig Employment Pty Ltd. SEATON,MUSK,0,0
0212791K,AimBig Employment MILE END,MENH,0,30
0212791K,AimBig Employment Pty Ltd. SEATON,MENH,0,0
0212794C,AimBig Employment NERANG,MUSK,0,1
0212794C,AimBig Employment SOUTHPORT,MUSK,0,0
0212794C,AimBig Employment SURFERS PARADISE,MUSK,0,39
0212793B,AimBig Employment SURFERS PARADISE,MENH,0,28
0212793B,AimBig Employment BURLEIGH HEADS,MENH,0,47
0212793B,AimBig Employment Pty Ltd SOUTHPORT,MENH,0,0
0212793B,AimBig Employment NERANG,MENH,0,4
0212793B,AimBig Employment SOUTHPORT,MENH,0,2
0212794C,AimBig Employment BURLEIGH HEADS,MUSK,0,14
0212879H,AimBig Employment MITCHELTON,AALL,0,17
0212879H,AimBig Employment NORTH LAKES,AALL,0,38
0212879H,AimBig Employment FORTITUDE VALLEY,AALL,0,20
0212879H,AimBig Employment TOOWONG,AALL,0,50
0212879H,AimBig Employment CHERMSIDE,AALL,0,16
0212795D,AimBig Employment STRATHPINE,AALL,0,2
0212879H,AimBig Employment STRATHPINE,AALL,0,0
0212795D,AimBig Employment NORTH LAKES,AALL,2,65
0212795D,AimBig Employment TOOWONG,AALL,2,46
0212795D,AimBig Employment MITCHELTON,AALL,0,17
0212795D,AimBig Employment CHERMSIDE,AALL,0,21
0212795D,AimBig Employment FORTITUDE VALLEY,AALL,0,15
0212797F,AimBig Employment CAPALABA,MUSK,0,0
0212797F,AimBig Employment INALA,MUSK,0,5
0212797F,AimBig Employment UPPER MOUNT GRAVATT,MUSK,0,31
0212797F,AimBig Employment WOOLLOONGABBA,MUSK,0,8
0212796E,AimBig Employment WOOLLOONGABBA,MENH,0,26
0212796E,AimBig Employment UPPER MOUNT GRAVATT,MENH,0,41
0212796E,AimBig Employment CAPALABA,MENH,0,0
0212796E,AimBig Employment INALA,MENH,0,6
0212874C,AimBig Employment CALOUNDRA,MENH,1,20
0212875D,AimBig Employment CALOUNDRA,MUSK,0,9
0212798G,AimBig Employment CAIRNS CITY,MENH,0,26
0212799H,AimBig Employment CAIRNS CITY,MUSK,0,9
0212801H,AimBig Employment ROCKHAMPTON CITY,MUSK,0,14
0212800G,AimBig Employment ROCKHAMPTON CITY,MENH,0,17
0212803K,AimBig Employment MACKAY,MUSK,0,8
0212802J,AimBig Employment MACKAY,MENH,0,17
0212805A,AimBig Employment AITKENVALE,MUSK,1,13
0212804K,AimBig Employment AITKENVALE,MENH,2,22
0212876E,AimBig Employment SALE,MUSK,0,0
0212806B,AimBig Employment SALE,MENH,0,0
0212877F,AimBig Employment TRARALGON,MENH,0,0
0212878G,AimBig Employment TRARALGON,MUSK,0,0
0212807C,AimBig Employment KALGOORLIE,AALL,0,0
0212880A,AimBig Employment KALGOORLIE,AALL,0,0
0212808D,AimBig Employment GERALDTON,MENH,0,0
0212811K,AimBig Employment BUNBURY,MUSK,0,5
0212810J,AimBig Employment BUNBURY,MENH,0,11
0212812K,AimBig Employment WOY WOY,AALL,1,23
0212881B,AimBig Employment KANWAL,AALL,0,42
0212881B,AimBig Employment GOSFORD,AALL,0,9
0212881B,AimBig Employment ETTALONG BEACH,AALL,0,42
0212881B,AimBig Employment THE ENTRANCE,AALL,0,20
0212881B,AimBig Employment WOY WOY,AALL,0,16
0212881B,AimBig Employment WYONG,AALL,0,8
0212812K,AimBig Employment GOSFORD,AALL,0,12
0212812K,AimBig Employment THE ENTRANCE,AALL,0,24
0212812K,AimBig Employment WYONG,AALL,0,11
0212812K,AimBig Employment ETTALONG BEACH,AALL,0,49
0212812K,AimBig Employment KANWAL,AALL,0,23
0212813A,AimBig Employment MAITLAND,AALL,0,30
0212813A,AimBig Employment CESSNOCK,AALL,0,32
0212882C,AimBig Employment MAITLAND,AALL,0,31
0212882C,AimBig Employment CESSNOCK,AALL,0,21
0212814B,AimBig Employment TAMWORTH,AALL,0,34
0212814B,AimBig Employment GUNNEDAH,AALL,0,7
0212883D,AimBig Employment TAMWORTH,AALL,0,28
0212883D,AimBig Employment GUNNEDAH,AALL,0,13
0212815C,AimBig Employment CHARLESTOWN,AALL,0,3
0212815C,AimBig Employment BROADMEADOW,AALL,0,32
0212884E,AimBig Employment CHARLESTOWN,AALL,0,1
0212884E,AimBig Employment BROADMEADOW,AALL,0,37
0212885F,AimBig Employment SINGLETON,AALL,0,17
0212816D,AimBig Employment SINGLETON,AALL,0,16
0212817E,AimBig Employment Pty Ltd SUNBURY,AALL,0,0
0212817E,AimBig Employment Pty Ltd COBURG,AALL,0,0
0212817E,AimBig Employment GLENROY,AALL,0,9
0212817E,AimBig Employment MOONEE PONDS,AALL,1,112
0212886G,AimBig Employment MOONEE PONDS,AALL,2,62
0212817E,AimBig Employment BROADMEADOWS,AALL,0,53
0212817E,AimBig Employment CRAIGIEBURN,AALL,0,65
0212886G,AimBig Employment BROADMEADOWS,AALL,0,46
0212886G,AimBig Employment CRAIGIEBURN,AALL,0,41
0212886G,AimBig Employment Pty Ltd COBURG,AALL,0,0
0212886G,AimBig Employment Pty Ltd SUNBURY,AALL,0,0
0212886G,AimBig Employment GLENROY,AALL,0,4
0212819G,AimBig Employment Pty Ltd MORNINGTON,MUSK,0,0
0212818F,AimBig Employment FRANKSTON,MENH,0,51
0212818F,AimBig Employment Pty Ltd CAPEL SOUND,MENH,0,0
0212818F,AimBig Employment Pty Ltd MORNINGTON,MENH,0,0
0212819G,AimBig Employment FRANKSTON,MUSK,0,25
0212820K,AimBig Employment Pty Ltd RESERVOIR,MENH,0,1
0212820K,AimBig Employment Pty Ltd PRESTON,MENH,0,0
0212820K,AimBig Employment Pty Ltd THOMASTOWN,MENH,0,0
0212821A,AimBig Employment Pty Ltd PRESTON,MUSK,0,0
0212821A,AimBig Employment Pty Ltd RESERVOIR,MUSK,0,0
0212821A,AimBig Employment Pty Ltd THOMASTOWN,MUSK,0,0
0212820K,AimBig Employment EPPING,MENH,0,48
0212820K,AimBig Employment HEIDELBERG,MENH,0,30
0212821A,AimBig Employment HEIDELBERG,MUSK,0,8
0212821A,AimBig Employment EPPING,MUSK,0,15
0212822B,AimBig Employment NEWPORT,MENH,1,19
0212822B,AimBig Employment WERRIBEE,MENH,1,71
0212822B,AimBig Employment Pty Ltd HOPPERS CROSSING,MENH,0,1
0212822B,AimBig Employment Pty Ltd ST ALBANS,MENH,0,1
0212822B,AimBig Employment Pty Ltd MELTON,MENH,0,1
0212822B,AimBig Employment Pty Ltd BACCHUS MARSH,MENH,0,0
0212822B,AimBig Employment SUNSHINE,MENH,0,25
0212822B,AimBig Employment TAYLORS LAKES,MENH,0,26
0212823C,AimBig Employment TAYLORS LAKES,MUSK,0,54
0212823C,AimBig Employment WERRIBEE,MUSK,0,46
0212823C,AimBig Employment SUNSHINE,MUSK,0,34
0212823C,AimBig Employment NEWPORT,MUSK,0,23
0212823C,AimBig Employment Pty Ltd HOPPERS CROSSING,MUSK,0,0
0212823C,AimBig Employment Pty Ltd ST ALBANS,MUSK,0,3
0212823C,AimBig Employment Pty Ltd MELTON,MUSK,0,1
0212824D,AimBig Employment MELBOURNE,MENH,0,30
0212825E,AimBig Employment MELBOURNE,MUSK,0,17
0212887H,AimBig Employment NAMBUCCA HEADS,AALL,0,3
0212826F,AimBig Employment NAMBUCCA HEADS,AALL,0,4
0212887H,AimBig Employment COFFS HARBOUR,AALL,0,23
0212826F,AimBig Employment COFFS HARBOUR,AALL,0,15
0212888J,AimBig Employment PORT MACQUARIE,AALL,0,19
0212827G,AimBig Employment PORT MACQUARIE,AALL,0,16
0212889K,AimBig Employment Pty Ltd. ARMIDALE,AALL,0,3
0212889K,AimBig Employment INVERELL,AALL,0,31
0212889K,AimBig Employment GLEN INNES,AALL,0,26
0212828H,AimBig Employment INVERELL,AALL,0,24
0212828H,AimBig Employment Pty Ltd. ARMIDALE,AALL,0,0
0212828H,AimBig Employment GLEN INNES,AALL,0,18
0212890C,AimBig Employment CASINO,AALL,0,5
0212890C,AimBig Employment LISMORE,AALL,0,8
0212829J,AimBig Employment LISMORE,AALL,0,26
0212829J,AimBig Employment CASINO,AALL,0,15
0212891D,AimBig Employment DARWIN CITY,AALL,0,0
0212830B,AimBig Employment BERRIMAH,AALL,0,9
0212830B,AimBig Employment CASUARINA,AALL,0,15
0212830B,AimBig Employment DARWIN CITY,AALL,0,1
0212891D,AimBig Employment BERRIMAH,AALL,0,7
0212891D,AimBig Employment CASUARINA,AALL,0,18
0212832D,AimBig Employment ROCKINGHAM,MUSK,0,13
0212831C,AimBig Employment ROCKINGHAM,MENH,0,37
0212833E,AimBig Employment JOONDALUP,MENH,0,26
0212833E,AimBig Employment OSBORNE PARK,MENH,0,1
0212834F,AimBig Employment OSBORNE PARK,MUSK,0,0
0212834F,AimBig Employment OSBORNE PARK OSBORNE PARK,MUSK,0,0
0212834F,AimBig Employment JOONDALUP,MUSK,0,17
0212836H,AimBig Employment DEAKIN,MUSK,0,4
0212836H,AimBig Employment PHILLIP,MUSK,0,1
0212835G,AimBig Employment DEAKIN,MENH,0,4
0212835G,AimBig Employment PHILLIP,MENH,0,7
0212897K,AimBig Employment MILES,AALL,0,10
0212897K,AimBig Employment DALBY,AALL,0,18
0212838K,AimBig Employment DALBY,AALL,1,36
0212897K,AimBig Employment ROMA,AALL,0,12
0212897K,AimBig Employment CHINCHILLA,AALL,0,19
0212838K,AimBig Employment CHINCHILLA,AALL,0,10
0212838K,AimBig Employment ROMA,AALL,0,6
0212838K,AimBig Employment MILES,AALL,0,9
0212839K,AimBig Employment CAMPSIE,MENH,0,19
0212839K,AimBig Employment BANKSTOWN,MENH,0,22
0212840D,AimBig Employment BANKSTOWN,MUSK,0,27
0212840D,AimBig Employment CAMPSIE,MUSK,0,11
0212898K,AimBig Employment MERRYLANDS,AALL,0,0
0212898K,AimBig Employment PARRAMATTA,AALL,0,29
0212898K,AimBig Employment BAULKHAM HILLS,AALL,0,28
0212898K,AimBig Employment HORNSBY,AALL,0,11
0212898K,AimBig Employment AUBURN,AALL,0,23
0212841E,AimBig Employment HORNSBY,AALL,0,13
0212841E,AimBig Employment PARRAMATTA,AALL,0,43
0212841E,AimBig Employment BAULKHAM HILLS,AALL,0,28
0212841E,AimBig Employment AUBURN,AALL,0,56
0212841E,AimBig Employment MERRYLANDS,AALL,0,0
0212843G,AimBig Employment BONDI JUNCTION,MUSK,0,20
0212842F,AimBig Employment BONDI JUNCTION,MENH,0,34
0212899A,AimBig Employment FAIRFIELD,AALL,0,33
0212899A,AimBig Employment CABRAMATTA,AALL,0,16
0212844H,AimBig Employment FAIRFIELD,AALL,0,52
0212844H,AimBig Employment CABRAMATTA,AALL,0,41
0212845J,AimBig Employment LEICHHARDT,AALL,1,72
0212845J,AimBig Employment DARLINGHURST,AALL,0,27
0212900K,AimBig Employment MARRICKVILLE,AALL,1,35
0212900K,AimBig Employment DARLINGHURST,AALL,0,22
0212845J,AimBig Employment MARRICKVILLE,AALL,0,25
0212900K,AimBig Employment SYDNEY,AALL,0,28
0212900K,AimBig Employment SURRY HILLS,AALL,0,38
0212900K,AimBig Employment LEICHHARDT,AALL,0,56
0212845J,AimBig Employment SURRY HILLS,AALL,0,64
0212845J,AimBig Employment SYDNEY,AALL,0,20
0212846K,AimBig Employment BURWOOD,MENH,0,47
0212847K,AimBig Employment BURWOOD,MUSK,0,23
0212848A,AimBig Employment LIVERPOOL,AALL,0,61
0212901A,AimBig Employment LIVERPOOL,AALL,0,36
0212849B,AimBig Employment CAMPBELLTOWN,AALL,1,50
0212849B,AimBig Employment INGLEBURN,AALL,0,21
0212902B,AimBig Employment INGLEBURN,AALL,0,16
0212902B,AimBig Employment CAMPBELLTOWN,AALL,0,34
0212903C,Aimbig Employment RICHMOND,AALL,0,0
0212903C,Aimbig Employment WINDSOR,AALL,0,0
0212850F,Aimbig Employment WINDSOR,AALL,0,0
0212850F,Aimbig Employment RICHMOND,AALL,0,0
0212850F,AimBig Employment PENRITH,AALL,0,44
0212903C,AimBig Employment PENRITH,AALL,0,37
0212851G,AimBig Employment CHATSWOOD,MENH,0,26
0212851G,AimBig Employment RYDE,MENH,0,33
0212851G,AimBig Employment BROOKVALE,MENH,0,13
0212852H,AimBig Employment BROOKVALE,MUSK,0,13
0212852H,AimBig Employment CHATSWOOD,MUSK,0,14
0212852H,AimBig Employment RYDE,MUSK,0,18
0212853J,AimBig Employment MOUNT DRUITT,MENH,0,26
0212854K,AimBig Employment MOUNT DRUITT,MUSK,1,13
0212853J,AimBig Employment BLACKTOWN,MENH,0,1
0212854K,AimBig Employment BLACKTOWN,MUSK,0,0
0212855K,AimBig Employment HURSTVILLE,AALL,0,22
0212855K,AimBig Employment MIRANDA,AALL,0,33
0212855K,AimBig Employment ROCKDALE,AALL,0,28
0212904D,AimBig Employment ROCKDALE,AALL,0,19
0212904D,AimBig Employment MIRANDA,AALL,1,32
0212904D,AimBig Employment HURSTVILLE,AALL,0,24
0212856A,AimBig Employment WOLLONGONG,MENH,0,8
0212857B,AimBig Employment WOLLONGONG,MUSK,0,5
0212861J,AimBig Employment GLENORCHY,AALL,1,22
0212861J,AimBig Employment HUONVILLE,AALL,0,6
0212861J,AimBig Employment ROSNY PARK,AALL,0,10
0212861J,AimBig Employment HOBART,AALL,0,15
0212892E,AimBig Employment ROSNY PARK,AALL,0,15
0212892E,AimBig Employment HUONVILLE,AALL,0,3
0212892E,AimBig Employment GLENORCHY,AALL,0,8
0212892E,AimBig Employment HOBART,AALL,0,7
0212893F,Aimbig Employment LAUNCESTON,AALL,0,6
0212865B,Aimbig Employment LAUNCESTON,AALL,1,17
0212868E,AimBig Employment DEVONPORT,MENH,0,6
0212869F,AimBig Employment DEVONPORT,MUSK,0,8
0212871K,AimBig Employment DUBBO,MUSK,0,2
0212870K,AimBig Employment DUBBO,MENH,1,10
0212872A,AimBig Employment ORANGE,MENH,0,8
0212873B,AimBig Employment ORANGE,MUSK,0,2
0212858C,AimBig Employment BENDIGO,AALL,0,28
0212858C,AimBig Employment MARYBOROUGH,AALL,0,7
0212894G,AimBig Employment MARYBOROUGH,AALL,0,3
0212894G,AimBig Employment BENDIGO,AALL,0,9
0212859D,AimBig Employment BALLARAT CENTRAL,MENH,0,20
0212860H,AimBig Employment BALLARAT CENTRAL,MUSK,0,5
0212862K,AimBig Employment Pty Ltd GEELONG,AALL,0,2
0212862K,AimBig Employment CORIO,AALL,1,29
0212895H,AimBig Employment CORIO,AALL,0,20
0212895H,AimBig Employment Pty Ltd GEELONG,AALL,0,1
0212864A,AimBig Employment WARRNAMBOOL,MUSK,0,3
0212863K,AimBig Employment WARRNAMBOOL,MENH,0,21
0212867D,AimBig Employment MILDURA,MUSK,0,2
0212866C,AimBig Employment MILDURA,MENH,0,8
